name,line
WELKER, President Trump — please respond and then I have some follow ups.
TRUMP," Excuse me. We are energy independent for the first time. We don’t need all of these countries that we had a fight, war over because we needed their energy. We are energy independent. I know more about wind than you do. It’s extremely expensive, kills all the birds, it’s very intermittent. It’s got a lot of problems and they happen to make the windmills in both Germany and China. And the fumes coming up — if you’re a believer in carbon emission, the fumes coming up to make — make these massive windmills is more than anything that we’re talking about with natural gas, which is very clean. One other thing —"
BIDEN, Find me a scientist that says that.
TRUMP," Solar. I love solar, but solar doesn’t quite have it yet. It’s not powerful enough yet to — to really run our big beautiful factories that we need to compete with the world —"
BIDEN, False.
TRUMP," So, it’s all a pipe dream, but you know what we’ll do? We’re gonna have the greatest economy in the world. But if you want to kill the economy, get rid of your oil industry. You want – and what about fracking?"
WELKER, Alright. Let me allow Vice President Biden to respond —
BIDEN, I have never said I oppose fracking.
TRUMP, You said it on tape.
BIDEN, I did? Show the tape. Put it on your website.
TRUMP, I’ll put it on.
BIDEN, Put it on the website. The fact of the matter is he’s flat lying.
WELKER, Would you rule out banning fracking?
BIDEN," I do rule out banning fracking because the answer we need — we need other industries to transition to get to, ultimately, a complete zero emissions by 2025. What I will do with fracking over time is make sure that we can capture the emissions from the fracking. Capture the emissions from gas. We can do that and we can do that by investing money into — it’s a transition to that."
WELKER, I have one more question —
TRUMP," Excuse me. He was against fracking. He said it. I will show that to you tomorrow. ‘I am against fracking’, until he got the nomination, went to Pennsylvania, then he said — you know what, Pennsylvania? He’ll be against it very soon because his party is totally against it."
BIDEN," Fracking on federal land, I said, no fracking and oil on federal land —"
WELKER," Let me ask this final question in this section and then I want to move on to our final section. President Trump, people of color are much more likely to live near oil refineries and chemical plants. In Texas there are families who worry the plants near them are making them sick. Your administration has rolled back regulations on these kinds of facilities. Why should these families give you another four years in office?"
TRUMP," The families that we’re talking about are employed heavily and they are making a lot of money, more money than they’ve ever made. If you look at the kind of numbers that we produce for Hispanic, or Black, or Asian, it’s nine times greater, the percentage gain than it was under — in three years — than it was under eight years of the two of them, to put it nicely. Nine times more. Now, somebody lives — I have not heard the numbers or the statistics that you’re saying — but they’re making a tremendous amount of money. Economically, we saved it. And I saved it again a number of months ago when oil was crashing because of the pandemic. We saved it. We got — say what you want of that relationship, we got Saudi Arabia, Mexico and Russia to cut back, way back. We saved our oil industry and now it’s very vibrant and everybody has very inexpensive gasoline. Remember that."
WELKER," Vice President Biden, your response and then we’re going to have a final question for both of you."
BIDEN," My response is that those people live on what they call ‘fence lines’. He doesn’t understand this. They live near chemical plants that, in fact, pollute. Chemical plants and oil plants and refineries that pollute. I used to live near that when I was growing up in Claymont, Delaware. And all the more oil refineries in Marcus Hook and the Delaware River than there is any place, including in Houston at the time. When my mom would get in the car when there were first frost to drive me to school, turned on the windshield wipers there’d be oil slick in the window. That’s why so many people in my state were dying and getting cancer. The fact is those frontline communities, it doesn’t matter what you’re paying them. It matters how you keep them safe. What do you do? And you impose restrictions on the pollutions, on the pollutants coming out of those fence line communities."
WELKER," OK, I have one final question —"
TRUMP, Would he close down the oil industry — would you close down the oil industry?
BIDEN," I would transition from the oil industry, yes."
TRUMP," Oh, transition. That’s a big statement."
BIDEN, It is a big statement because I would stop —
WELKER, Why would you do that?
BIDEN," Because the oil industry pollutes, significantly — but here’s the deal —"
TRUMP, I see. That’s a big statement.
BIDEN," Well, if you let me finish the statement, because it has to be replaced by renewable energy over time. Over time. And I’d stop giving to the oil industry — I’d stop giving them federal subsidies. You won’t give federal subsidies to the gas and, excuse me, to solar and wind. Why are we giving it to oil industry?"
TRUMP, We actually do give it to solar and wind–
WELKER," Alright, we have one final question —"
TRUMP," And that’s maybe the biggest statement in terms of business, that’s the biggest statement."
WELKER," Okay, we have one final question. Mr. President —"
TRUMP, Because basically what he’s saying is he is going to destroy the oil industry. Will you remember that Texas? Will you remember that Pennsylvania? Oklahoma? Ohio?
WELKER," Vice President Biden, let me give you ten seconds to respond and then I have to get to the final question. Vice President Biden?"
BIDEN," He takes everything out of context, but the point is, look, we have to move toward a net zero emissions. The first place to do that by the year 2035 is in energy production. By 2050, totally."
WELKER, Alright. One final question —
TRUMP, Is he gonna get China to do it? Is he going to get China to do it?
WELKER," No, we’re finished with this. We have to move on to our final question."
BIDEN," No, I’m going to rejoin the Paris Accord and make China abide by what they agreed to."
TRUMP, That’ll cost you $1 trillion.
WELKER," This is about leadership, gentlemen, and this first question does go to you, President Trump. Imagine this is your Inauguration Day. What will you say in your address to Americans who did not vote for you? You’ll each have one minute, starting with you, Mr. President."
TRUMP," We have to make our country totally successful, as it was prior to the plague coming in from China. Now we’re rebuilding it and we’re doing record numbers, 11.4 million jobs in a short period of time etc. But, I will tell you, go back before the plague came in, just before, I was getting calls from people that were not normally people that would call me. They wanted to get together. We had the best Black unemployment numbers in the history of our country, Hispanic, women, Asian, people with diplomas, with no diplomas, MIT graduates, number one in the class — everybody had the best numbers. And you know what? The other side wanted to get together. They wanted to unify. Success is going to bring us together. We are on the road to success. But I’m cutting taxes and he wants to raise everybody’s taxes. And he wants to put new regulations on everything. He will kill it. If he gets in, you will have a depression, the likes of which you’ve never seen. Your 401K’s will go to hell and it’ll be a very, very sad day for this country."
WELKER," Alright. Vice President Biden, same question to you. What will you say during your inaugural address to Americans who did not vote for you?"
BIDEN," I will say, I’m an American president. I represent all of you whether you voted for me or against me. And I’m going to make sure that you’re represented. I’m going to give you hope. We’re going to move. We’re going to choose science over fiction. We’re going to choose hope over fear. We’re going to choose to move forward because we have enormous opportunities, enormous opportunities to make things better. We can grow this economy. We can deal with systemic racism. At the same time, we can make sure that our economy is being run, and moved, and motivated by clean energy, creating millions of new jobs. And that’s the fact, that’s what we’re going to do. And I’m going to say, as I said at the beginning, what is on the ballot here is the character of this country. Decency. Honor. Respect. Treating people with dignity. Making sure that everyone has an even chance. Now, I’m going to make sure you get that. You haven’t been getting it the last four years."
PAGE," Good evening. From the University of Utah in Salt Lake City, welcome to the first, and only, vice presidential debate of 2020, sponsored by the nonpartisan Commission on Presidential Debates. I’m Susan Page of USA TODAY. It is my honor to moderate this debate, an important part of our democracy. In Kingsbury Hall tonight we have a small and socially distant audience and we’ve taken extra precautions during this pandemic. Among other things, everyone in the audience is required to wear a face mask and the candidates will be seated 12 feet apart. The audience is enthusiastic about their candidates, but they’ve agreed to express that enthusiasm, only twice. At the end of the debate and now when I introduce the candidates. Please welcome California Senator Kamala Harris and Vice President Mike Pence."
PENCE, Thank you.
PAGE," Senator Harris and Vice President Pence thank you for being here. We’re meeting as President Trump and the First Lady continue to undergo treatment in Washington after testing positive for COVID-19. We send our thoughts and prayers to them for their rapid and complete recovery and for the recovery of everyone afflicted by the coronavirus. The two campaigns and the Commission on Presidential Debates have agreed to the ground rules for tonight. I’m here to enforce them on behalf of the millions of Americans who are watching. One note, no one in either campaign, or at the commission or anywhere else has been told in advance what topics I’ll raise or what questions I’ll ask. This ninety-minute debate will be divided into nine segments of about 10 minutes each. I’ll begin a segment by posing a question to each of you, sometimes the same question, sometimes a different question on the same topic. You will then have two minutes to answer, without interruption by me or the other candidate. Then we’ll take six minutes or so to discuss the issue. At that point, although there will always be more to say, we’ll move on to the next topic. We want a debate that is lively, but Americans also deserve a discussion that is civil. These are tumultuous times, but we can and will have a respectful exchange about the big issues facing our nation. Let’s begin with the ongoing pandemic that has cost our country so much. Senator Harris, the coronavirus is not under control. Over the past week, Johns Hopkins reports that 39 states have had more COVID cases over the past seven days than in the week before. Nine states have set new records. Even if a vaccine is released soon, the next administration will face hard choices. What would a Biden administration do in January and February that a Trump administration wouldn’t do? Would you impose new lockdowns for businesses and schools in hotspots? A federal mandate to wear masks? You have two minutes to respond, without interruption."
HARRIS," Thank you Susan. Well, the American people have witnessed what is the greatest failure of any presidential administration in the history of our country. And here are the facts. 210,000 dead people in our country in just the last several months. Over 7 million people who have contracted this disease. One in five businesses closed. We’re looking at frontline workers who have been treated like sacrificial workers. We are looking at over 30 million people who in the last several months had to file for unemployment. And here’s the thing, on January 28, the vice president and the president were informed about the nature of this pandemic. They were informed that it’s lethal in consequence, that it is airborne, that it will affect young people and that it would be contracted because it is airborne. And they knew what was happening, and they didn’t tell you. Can you imagine if you knew on January 28, as opposed to March 13, what they knew what you might have done to prepare? They knew and they covered it up. The president said it was a hoax. They minimized the seriousness of it. The president said you’re on one side of his ledger if you wear a mask, you’re on the other side of his ledger if you don’t. And in spite of all of that, today they still don’t have a plan. They still don’t have a plan. Well, Joe Biden does. And our plan is about what we need to do around a national strategy for contact tracing, for testing, for administration of the vaccine and making sure that it will be free for all. That is the plan that Joe Biden has and that I have, knowing that we have to get a hold of what has been going on and we need to save our country. And Joe Biden is the best leader to do that and frankly, this administration has forfeited their right to reelection, based on this."
PAGE," Thank you- Thank you, Senator Harris. Thank you, Senator Harris. Vice President Pence, more than 210,000 Americans have died of COVID-19 since February. The US death toll as a percentage of our population is higher than that of almost every other wealthy nation on Earth. For instance, our death rate is two and a half times that of Canada, next door. You head the administration’s Coronavirus Task Force. Why is the U.S. death toll, as a percentage of our population, higher than that of almost every other wealthy country? And you have two minutes to respond, without interruption."
PENCE," Susan thank you. And I want to thank the Commission and the University of Utah for hosting this event. And Senator Harris, it’s a privilege to be on the stage with you. Our nation has gone through a very challenging time this year. But I want the American people to know that from the very first day, President Donald Trump has put the health of America first. Before there were more than five cases in the United States, all people who had returned from China, President Donald Trump did what no other American president had ever done. And that was he suspended all travel from China, the second largest economy in the world. Now, Senator, Joe Biden opposed that decision. He said it was xenophobic and hysterical, but I can tell you, having led the White House Coronavirus Task Force, that that decision alone by President Trump bought us invaluable time to stand up the greatest national mobilization since World War II. And I believe it’s saved hundreds of thousands of American lives. Because with that time we were able to reinvent testing. More than 115 million tests have been done to date. We were able to see to the delivery of billions of supplies so our doctors and nurses had the resources and support they needed. And we began, really before the month of February it was hard to develop a vaccine and to develop medicines and therapeutics that’ve been saving lives all along the way. And under President Trump’s leadership, Operation Warp Speed, we believe, will have literally tens of millions of doses of a vaccine before the end of this year. The reality is, when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way. And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, umm, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about. I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made. It’s saved countless American lives."
PAGE," Thank you, Vice Pres- Thank you Vice President Pence- Thank you, Vice President Pence. Senator Harris, would you like to respond?"
HARRIS," Oh, absolutely. Whatever the Vice President’s claiming the administration has done, clearly it hasn’t worked when you’re looking at over 210,000 dead bodies in our country, American lives that have been lost, families that are grieving that loss. And you know, the vice president is the head of the task force and knew, on January 28, how serious this was. And then, big thanks to Bob Woodward, we learned that they knew about it. And then when that was exposed, the vice president said when asked ‘Well, why didn’t y’all tell anybody?’, he said ‘Because the president wanted people to remain calm’."
PAGE," Well, let’s go –"
HARRIS," No, I – Susan, I – This is important –"
PENCE," Susan, I have to weigh in here –"
HARRIS," Mr. Vice President, I’m speaking."
PENCE, I have to weigh in –
HARRIS, I’m speaking. I wanna –
PAGE, You have 15 more seconds and then we’ll give the vice president a chance to respond.
HARRIS," Thank you. So I want to ask the American people, how calm were you when you were panicked about where you’re going to get your next roll of toilet paper? How calm were you when your kids were sent home from school and you didn’t know when they could go back?"
PAGE," Thank you. Thank you, Senator Harris –"
HARRIS, How calm were you when your children couldn’t see your parents because you were afraid they could kill them?
PAGE," Let’s give Vice President Pence a chance to respond. Vice President Pence, you have one minute to respond."
PENCE," You know there’s not a day gone by that I haven’t thought of every American family that’s lost a loved one. And I want all of you to know that you’ll always be in our hearts and in our prayers. But when you say what the American people have done over these last eight months hasn’t worked, that’s a great disservice to the sacrifices the American people have made."
HARRIS, I’m referring to your president.
PENCE," The reality – If I may, if I may finish, Senator. The reality is Dr. Fauci said everything that he told the President in the Oval Office, the President told the American people. Now President Trump I will tell you has boundless confidence in the American people and he always spoke with confidence that we’d get through this together. But when you say it hasn’t worked – when Dr. Fauci and Dr. Birks and our medical experts came to us in the second week of March, they said if the President didn’t take the unprecedented step of shutting down roughly half of the American economy that we could lose 2.2 million Americans. That’s the reality."
PAGE," Thank you. Thank you, Vice President Pence –"
PENCE," They also said to us if we did everything right, Susan, we could still lose more than 200,000 Americans."
PAGE, Vice President Pence –
PENCE," Now, one life lost is too many, Susan."
PAGE, Thank you –
PENCE," But the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders –"
PAGE," Thank you, Vice President Pence –"
PENCE, – and I’m going to speak up on behalf of what the American people have done.
PAGE," Vice President Pence, you were in the front row at a Rose Garden event 11 days ago, at what seems to have been a super-spreader event for senior administration and congressional officials. No social distancing, few masks, and now a cluster of coronavirus cases among those who were there. How can you expect Americans to follow the administration safety guidelines to protect themselves from COVID when you at the White House have not been doing so?"
PENCE," Well, the American people have demonstrated over the last eight months that when given the facts they’re willing to put the health of their families, and their neighbors and people they don’t even know first. President Trump and I have great confidence in the American people and their ability to take that information and put it into practice. In the height of the epidemic, when we were losing a heartbreaking number of 2,500 Americans a day, we surged resources to New Jersey, and New York, and New Orleans and Detroit. We told the American people what needed to be done and the American people made the sacrifices. When the outbreak in the Sunbelt happened this summer, again, Americans stepped forward. But the reality is the work of the President of the United States goes on. A vacancy on the Supreme Court of the United States has come upon us and the president introduced Judge Amy Coney Barrett –"
PAGE," Yes, thank you- Thank you, Vice President Pence –"
PENCE," At that- If I may say, that Rose Garden event, there’s been a great deal of speculation about it. My wife Karen and I were there and honored to be there. Many of the people who were at that event, Susan, actually were tested for coronavirus. And it was an outdoor event, which all of our scientists regularly and routinely advise, the difference here is President Trump and I trust the American people to make choices in the best interest of their health. Joe Biden and Kamala Harris consistently talk about mandates, and not not just mandates with the coronavirus but a government takeover of healthcare, the Green New Deal –"
PAGE," Thank you- Thank you, Vice President Pence –"
PENCE, – all government control. We’re about freedom and respecting the freedom of the American people.
HARRIS, Let’s talk about respecting the American people. You respect the American people when you tell them the truth. You respect the American people when you have the courage to be a leader –
PENCE, Which we’ve always done –
HARRIS," – speaking of those things that you may not want people to hear but they need to hear so they can protect themselves. But this administration stood on information that if you had as a parent, if you had as a worker knowing you didn’t have enough money saved up, and now you’re standing in a food line because of the ineptitude of an administration that was unwilling to speak the truth to the American people. So let’s talk about caring about the American people. The American people who have had to sacrifice far too much because of the incompetence of this administration. It is asking too much of the people –"
PENCE," Susan, we talked about the American people –"
PAGE, Vice President Pence –
HARRIS, – It is asking too much of the people that they would not be equipped with the information they need to help themselves to protect their parents and their children.
PENCE," Susan, the president –"
PAGE," No, I’m sorry. Kamala Harris – Senator Harris, I mean. I’m sorry."
HARRIS, It’s fine. I’m Kamala.
PAGE," No, no, you’re Senator Harris to me. For life to get back to normal Dr. Anthony Fauci and other experts say that most of the people who can be vaccinated need to be vaccinated, but half of Americans now say they wouldn’t take a vaccine if it was released now. If the Trump administration approves a vaccine, before or after the election, should Americans take it and would you take it?"
HARRIS," If the public health professionals, if Dr. Fauci, if the doctors tell us that we should take it, I’ll be the first in line to take it. Absolutely. But if Donald Trump tells us that we should take it, I’m not taking it."
PAGE," Vice President Pence, there have been a lot of repercussions from this pandemic. In recent days, the president’s diagnosis of COVID-19 has underscored the importance of the job that you hold, and that you are seeking. That’s our second topic tonight, it’s the role of the vice president. One of you will make history on January 20, you will be the vice president to the oldest president the United States has ever had. Donald Trump will be 74-years-old on Inauguration Day. Joe Biden will be 78-years-old. That already has raised concerns among some voters, concerns that have been sharpened by President Trump’s hospitalization in recent days. Vice President Pence, have you had a conversation or reached an agreement with President Trump about safeguards or procedures when it comes to the issue of presidential disability? And if not, do you think you should? You have two minutes without interruption."
PENCE," Well, Susan, thank you. Although I would like to go back –"
PAGE, I think we need to move on to the issue of the vice presidency –
PENCE," Well, thank you but, I would like to go back. Because the reality is that we’re going to have a vaccine, Senator, in record time, in unheard of time, in less than a year. We have five companies in phase three clinical trials. And we’re right now producing tens of millions of doses. So, the fact that you continue to undermine public confidence in a vaccine if the vaccine emerges during the Trump administration, I think is unconscionable. And Senator, I just ask you, stop playing politics with people’s lives. The reality is that we will have a vaccine, we believe, before the end of this year, and it will have the capacity to save countless American lives. And your continuous undermining of confidence in a vaccine is just, it’s just unacceptable. And let me also say, you know the reality is when you talk about, about failure in this administration, we actually do know what failure looks like in a pandemic. It was 2009. The Swine Flu arrived in the United States. Thankfully, it was, ended up not being as lethal as the coronavirus. But before the end of the year, when Joe Biden was Vice President of the United States, not seven and a half million people contracted the swine flu, 60 million Americans contracted the swine flu. If the swine flu had been as lethal as the coronavirus in 2009 when Joe Biden was vice president, we would have lost 2 million American lives. His own Chief of Staff Ron Klain would say last year that it was pure luck. That they did “everything possible wrong”. And we learned from that. They left the Strategic National Stockpile empty. They left an empty and hollow plan, but we still learned from it. And I think –"
PAGE," Thank you, Vice President Pence – Vice President Pence, your time is up –"
PENCE," – the American people, I’m gonna say again, can be proud of what we have done–"
PAGE," Vice President Pence, I’m sorry. Your time is up– Thank you, Vice President Pence –"
PENCE," – and, Senator, please stop undermining confidence in a vaccine."
PAGE," Senator Harris, let me ask you the same question that I asked Vice President Pence, which is have you had a conversation, or reached an agreement with Vice President Biden, about safeguards or procedures when it comes to the issue of presidential disability? And if not, and if you win the election next month, do you think you should? You have two minutes, uninterrupted."
HARRIS," So let me tell you first of all, on the day I got the call from Joe Biden, it was actually a Zoom call, asking me to serve with him on this ticket was probably one of the most memorable, memorable days of my life. I, you know, I thought about my mother, who came to the United States at the age of 19, gave birth to me at the age of 25 at Kaiser Hospital in Oakland, California. And the thought that I’d be sitting here right now I know would make her proud and she must be looking down on this. You know Joe and I were raised in a very similar way. We were raised with values that are about hard work, about the value and the dignity of public service and about the importance of fighting for the dignity of all people. And I think Joe asked me to serve with him because I have a career that included being elected the first woman District Attorney of San Francisco, where I created models of innovation for law enforcement, in terms of reform of the criminal justice system. I was elected the first woman of color, and black woman, to be elected Attorney General of the state of California, where I ran the second largest Department of Justice in the United States, second only to the United States Department of Justice. There I took on everything from transnational criminal organizations, to the big banks that were taking advantage of homeowners, to for profit colleges that were taking advantage of veterans. And then, of course, now I serve in the United States Senate as only the second black woman ever elected to the United States Senate. I serve on the Senate Intelligence Committee where I’ve been in regular receipt of classified information about threats to our nation and hotspots around the world. I’ve traveled the world. I’ve met with our soldiers in our, in war zones. And I think Joe has asked me to serve with him because he knows that we share, we share a purpose, which is about lifting up the American people. And after the four years that we have seen of Donald Trump, unifying our country around our common values and principles."
PAGE," Thank you, Senator Harris. You know neither, neither President Trump nor Vice President Biden has released the sort of detailed health information that had become the modern norm until the 2016 election. And in recent days, President Trump’s doctors have given misleading answers or refused to answer basic questions about his health. And my question to each of you, in turn, is, is this information voters deserve to know? Vice President Pence, would you like to go first?"
PENCE," Well, Susan, thank you. And let me, let me say on behalf of the President and the First Lady, how moved we’ve all been by the outpouring of prayers and concern for the President. And I do believe it’s emblematic of the prayers and the concern that have ushered forth for every American impacted by the coronavirus. But the care the president received at Walter Reed Hospital, White House doctors, was exceptional. And the transparency that they practiced all along the way will continue because the American people have a right to know about the health and well-being of their President. And we’ll continue to do that. But I’m just extremely grateful and was more than, more than a little moved by the broad and bipartisan support. And, Senator, I want to thank you and Joe Biden for your expressions and genuine concern. And I also want to congratulate you, as I did on that phone call, on the historic nature of your nomination."
HARRIS, Thank you.
PENCE," I never expected to be on this stage four years ago so I know the feeling. But the reality is, we’ve got an election before the American people, in the midst of this challenging year, and the stakes have never been higher."
PAGE," Thank you – Thank you, Vice President Pence. I wanna give Senator Harris a chance to respond to the same question I asked, which is do voters have a right to know more detailed health information about presidential candidates, and especially about presidents, especially when they’re facing some kind of challenge?"
HARRIS," Absolutely. And that’s why Joe Biden has been so incredibly transparent. And certainly, by contrast, the President has not, both in terms of health records, but also let’s look at taxes. We now know because of great investigative journalism that Donald Trump paid $750 in taxes. When I first heard about it, I literally said “You mean $750,000?”. And it was like no, $750. We now know Donald Trump owes and is in debt for $400 million. And just so everyone is clear, when we say in debt it means you owe money to somebody. And it’d be really good to know who the President of the United States, the Commander in Chief, owes money to because the American people have a right to know what is influencing the president’s decisions. And is he making those decisions on the best interest of the American people, of you, or self interest. So, Susan, I’m glad you asked about transparency, because it has to be across the board. Joe has been incredibly transparent over many, many years. The one thing we all know about Joe, he puts it all out there. He, he is honest. He is forthright. But Donald Trump on the other hand, has been about covering up everything."
PENCE, Susan –
PENCE," Thank – Thanks – Thank you, Senator Harris. I want to give you a chance to respond, Vice President."
PENCE," Well, look, I respect the fact that Joe Biden spent 47 years in public life. I respect your public service as well."
HARRIS, Thank you.
PENCE," But the American people have a president who is a businessman, he’s a job-creator. He’s paid tens of millions of dollars in taxes, payroll taxes, property taxes. He’s created tens of thousands of American jobs. The president said those public reports are not accurate. And the President also released, literally, stacks of financial disclosures the American people can review just as the law allows. But the distinction here is that Joe Biden, 47 years in public service, compared to President Donald Trump, who brought all of that experience four years ago–"
PAGE," Thank you – Thank you, Vice President –"
PENCE," – and turned this economy around by cutting taxes, rolling back regulation, unleashing American energy-"
PAGE," Thank you – Thank you, Vice President Pence –"
PENCE," – fighting for free and fair trade, and all of that is on the line –"
PAGE," Thank you, Vice President Pence –"
PENCE, – if Joe Biden and Kamala Harris are in the White House.
PAGE," You know, that’s a good segue into our third topic–"
HARRIS, That’s a great segue.
PAGE," – which is about the economy. This has been another aspect of life for Americans that’s been so affected by this coronavirus. We have a jobs crisis brewing. On Friday, we learned that the unemployment rate had declined to 7.9% in September, but the job growth had stalled, and that was before the latest round of layoffs and furloughs in the airline industry, at Disney and elsewhere. Hundreds of thousands of discouraged workers have stopped looking for work. Nearly 11 million jobs that existed at the beginning of the year, haven’t been replaced. Those hardest hit include Latinos, blacks and women. Senator Harris, the Biden-Harris campaign has proposed new programs to boost the economy and you would pay for that new spending by raising $4 trillion in taxes on wealthy individuals and corporations. Some economists warn that could curb entrepreneurial ventures that fuel growth and create jobs. Would raising taxes put the recovery at risk? And you have two minutes to answer, uninterrupted."
HARRIS," Thank you. On the issue of the economy, I think there couldn’t be a more fundamental difference between Donald Trump and Joe Biden. Joe Biden believes you measure the health and the strength of America’s economy based on the health, and the strength of the American worker and the American family. On the other hand, you have Donald Trump, who measures the strength of the economy based on how rich people are doing. Which is why he passed a tax bill benefitting the top 1% and the biggest corporations of America, leading to a $2 trillion deficit that the American people are gonna have to pay for. On day one, Joe Biden will repeal that tax bill. He’ll get rid of it. And what he’ll do with the money is invest it in the American people. And through a plan that is about investing in infrastructure, something that Donald Trump said he would do. I remember hearing about some infrastructure week, I don’t think it ever happened. But Joe Biden will do that. He’ll invest in infrastructure. It’s about upgrading our roads and bridges, but also investing in clean energy and renewable energy. Joe is gonna invest that money in what we need to do around innovation. There was a time when our country believed in science and invested in research and development so that we were an innovation leader on the globe. Joe Biden will use that money to invest in education. So for example, for folks who want to go to a two year Community College, it will be free. If you come from a family that makes less than $125,000, you’ll go to a public university for free. And across the board, we’ll make sure that if you have student loan debt it’s cut by $10,000. That’s how Joe Biden thinks about the economy, which is it’s about investing in the people of our country, as opposed to passing a tax bill, which had the benefit of letting American corporations go offshore to do their business."
PAGE," Thank you, Senator Harris."
HARRIS, You’re welcome.
PAGE," Vice President Pence, your administration has been predicting a rapid and robust recovery, but the latest economic report suggests that’s not happening. Should Americans be braced for an economic comeback that is going to take not months, but a year or more? You have two minutes to answer, uninterrupted."
PENCE," When President Trump and I took office, America had gone through the slowest economic recovery since the Great Depression. When Joe Biden was vice president they tried to tax, and spend, and regulate, and bail our way back to a growing economy. President Trump cut taxes, across the board. Despite what Senator Harris says, the average American family of four had $2,000 in savings in taxes. And with the rise in wages that occurred, most predominantly for blue-collar, hardworking Americans, the average household income for a family of four increased by $4,000 following President Trump’s tax cuts. But America, you just heard Senator Harris tell you, on day one Joe Biden’s gonna raise your taxes. It’s really remarkable to think, Susan –"
HARRIS, That’s not what I said.
PENCE," – I mean, right after a time where we’re going through a pandemic that lost 22 million jobs at the height, we’ve already added back 11.6 million jobs because we had a president who cut taxes, rolled back regulation, unleashed American energy, fought for free and fair trade, and secured $4 trillion from the Congress of the United States to give direct payments to families, saved 50 million jobs through the paycheck protection program. We literally have spared no expense to help the American people and the American worker through this. Joe Biden and Kamala Harris want to raise taxes. They want to bury our economy under a $2 trillion Green New Deal, which you were one of the original co-sponsors of in the United States Senate. They want to abolish fossil fuels and ban fracking, which would cost hundreds of thousands of American jobs all across the Heartland. And Joe Biden wants to go back to the economic surrender to China that when we took office, half of our international trade deficit was with China alone. And Joe Biden wants to repeal all of the tariffs that President Trump put into effect to fight for American jobs and American workers. Joe Biden says democracy’s on the ballot. Make no mistake about it, Susan. The American economy, the American comeback is on the ballot with four more years of growth and opportunity –"
PAGE," Thank you – Thank you, Vice President Pence –"
PENCE, – with four more years of President Donald Trump. 2021 is gonna be the biggest economic year in the history of this country.
PAGE," Thank you, Vice President Pence – Thank you, Vice President Pence. Senator Harris?"
HARRIS," Well, I mean, I thought we saw enough of it in last week’s debate, but I think this is supposed to be a debate based on fact and truth. And the truth and the fact is, Joe Biden has been very clear. He will not raise taxes on anybody who makes less than $400,000 a year –"
PENCE, He said he’s going to repeal the Trump tax cuts –
HARRIS, Mr. Vice President I’m speaking.
PENCE, Well –
HARRIS, I’m speaking.
PENCE," – it’d be important if you said the truth. Joe Biden said twice in the debate last week that he’s going to repeal the Trump tax cuts. That was tax cuts that gave the average working family $2,000 in a tax break every single year –"
HARRIS, That is – That is absolutely not true –
PENCE," – Senator, that’s the math –"
HARRIS, – that tax bill –
PENCE, Is he only gonna repeal part of the Trump tax cuts?
HARRIS, If you don’t mind letting me finish –
PENCE, Please
HARRIS, We can then have a conversation. Okay?
PENCE, Please
HARRIS," Okay. Joe Biden will not raise taxes on anyone who makes less than $400,000 a year. He has been very clear about that. Joe Biden will not end fracking. He has been very clear about that. Joe Biden is the one who during the Great Recession was responsible for the Recovery Act that brought America back. And now the Trump Pence Administration wants to take credit when they ran when they rode the coattails of Joe Biden’s success for the economy that they had at the beginning of their term. Of course now the economy is a complete disaster, but Joe Biden on the one hand, did that. On the other hand you have Donald Trump, who has reigned over a recession that is being compared to the Great Depression. On the one hand you have Joe Biden, who was responsible with President Barack Obama for the Affordable Care Act, which brought health care to over 20 million Americans and protected people with pre-existing conditions and what it also did is it saved those families, who otherwise were going bankrupt because of hospital bills they could not afford. On the other hand, you have Donald Trump who is in court right now trying to get rid of –"
PAGE," Thank you, Senator Harris –"
HARRIS," – trying to get rid of the Affordable Care Act, which means that you will lose protections, if you have pre-existing conditions. And I just, this is very important, Susan –"
PAGE," Yes, well we need to give – We need to give Vice President –"
HARRIS," – and it’s just – He interrupted me and I’d like to just finish, please. If you have a pre-existing condition, heart disease, diabetes, breast cancer, they’re coming for you. If you love someone who has a pre-existing condition –"
PENCE, Nonsense
PAGE," Thank you – Thank you, Senator Harris –"
PENCE, That’s nonsense
HARRIS," – they’re coming for you. If you are under the age of 26 on your parents coverage, they’re coming for you."
PAGE," Senator Harris, thank you."
HARRIS, You’re welcome.
PAGE, Let me give you a chance to respond.
PENCE," Well I hope we have a chance to talk about health care because Obamacare was a disaster and the American people remember it well. President Trump and I have a plan to improve health care and to protect, protect pre-existing conditions for every American. But look, Senator Harris, you’re entitled to your own opinion but you’re not entitled to your own facts –"
HARRIS, That’s a good line.
